opportunity_id,lead_id,account_id,sales_rep,stage,created_date,close_date,deal_value,probability,result
696,2326,257,Brian Lin,Closed,2025-08-05,2025-10-07,157603,100,Closed Won
697,2328,258,David Huang,Closed,2025-05-06,2025-06-06,90312,100,Closed Won
698,2330,,Emily Tsai,Closed,2024-03-06,2024-04-27,325329,0,Closed Lost
699,2336,259,Brian Lin,Closed,2025-07-07,2025-08-16,71540,100,Closed Won
700,2338,,Cathy Wang,Closed,2024-07-27,2024-08-27,296310,0,Closed Lost
701,2342,,David Huang,Closed,2025-01-12,2025-06-22,770076,0,Closed Lost
702,2349,,David Huang,Closed,2025-08-12,2025-09-21,69240,0,Closed Lost
703,2356,,Emily Tsai,Closed,2024-03-24,2024-05-23,738207,0,Closed Lost
704,2358,,Brian Lin,Closed,2024-01-16,2024-02-23,48154,0,Closed Lost
705,2360,,David Huang,Closed,2025-12-07,2026-01-05,55310,0,Closed Lost
706,2364,,Brian Lin,Closed,2024-03-16,2024-05-18,1338914,0,Closed Lost
707,2367,260,David Huang,Closed,2024-06-04,2024-08-16,413499,100,Closed Won
708,2371,,David Huang,Closed,2024-02-12,2024-06-20,1743399,0,Closed Lost
709,2375,,Cathy Wang,Closed,2025-09-12,2025-11-25,192141,0,Closed Lost
710,2381,261,Alex Chen,Closed,2025-03-31,2025-05-02,59603,100,Closed Won
711,2382,,Cathy Wang,Closed,2024-10-12,2024-12-31,1733935,0,Closed Lost
712,2390,,David Huang,Closed,2025-06-12,2025-07-19,101427,0,Closed Lost
713,2401,262,Emily Tsai,Closed,2024-03-03,2024-03-31,102262,100,Closed Won
714,2408,263,Alex Chen,Closed,2025-07-20,2025-08-26,48081,100,Closed Won
715,2412,264,Cathy Wang,Closed,2024-02-06,2024-03-12,35125,100,Closed Won
716,2413,,David Huang,Closed,2025-05-11,2025-05-30,32873,0,Closed Lost
717,2415,265,Emily Tsai,Closed,2025-01-21,2025-04-09,333609,100,Closed Won
718,2416,,Emily Tsai,Closed,2024-03-27,2024-05-28,143211,0,Closed Lost
719,2421,266,Emily Tsai,Closed,2025-01-20,2025-02-13,114059,100,Closed Won
720,2422,,Cathy Wang,Closed,2025-07-28,2025-12-16,1869330,0,Closed Lost
721,2426,,Brian Lin,Closed,2025-10-20,2025-12-22,448206,0,Closed Lost
722,2430,,Alex Chen,Closed,2025-05-20,2025-06-28,316426,0,Closed Lost
723,2434,267,Emily Tsai,Closed,2025-06-10,2025-08-30,732224,100,Closed Won
724,2437,,Alex Chen,Closed,2024-04-26,2024-06-03,82740,0,Closed Lost
725,2441,,Brian Lin,Closed,2024-05-24,2024-06-17,100642,0,Closed Lost
726,2446,,Emily Tsai,Closed,2024-12-04,2024-12-23,63725,0,Closed Lost
727,2451,,Emily Tsai,Closed,2025-08-29,2025-10-07,75857,0,Closed Lost
728,2452,,David Huang,Closed,2024-09-26,2024-12-07,169543,0,Closed Lost
729,2453,,Cathy Wang,Closed,2024-12-04,2025-02-07,177875,0,Closed Lost
730,2454,,Brian Lin,Closed,2024-08-02,2024-11-03,1917151,0,Closed Lost
731,2456,,Alex Chen,Closed,2024-11-27,2025-01-04,41366,0,Closed Lost
732,2457,,Brian Lin,Closed,2025-03-11,2025-04-14,61627,0,Closed Lost
733,2463,,Cathy Wang,Closed,2025-10-29,2026-02-14,1314997,0,Closed Lost
734,2467,268,David Huang,Closed,2024-12-02,2025-03-08,1737964,100,Closed Won
735,2469,269,Brian Lin,Closed,2025-02-11,2025-04-26,267837,100,Closed Won
736,2471,270,David Huang,Closed,2025-09-14,2025-10-16,114274,100,Closed Won
737,2472,,David Huang,Closed,2024-02-09,2024-06-18,1062545,0,Closed Lost
738,2477,271,Cathy Wang,Closed,2025-08-23,2025-10-03,38457,100,Closed Won
739,2483,,Alex Chen,Closed,2025-08-02,2025-09-07,82291,0,Closed Lost
740,2488,,David Huang,Closed,2024-10-12,2024-11-21,30439,0,Closed Lost
741,2489,272,David Huang,Closed,2024-10-06,2025-01-13,1908784,100,Closed Won
742,2491,,Alex Chen,Closed,2024-12-23,2025-02-06,86073,0,Closed Lost
743,2495,273,Emily Tsai,Closed,2024-04-02,2024-05-16,101418,100,Closed Won
744,2502,,Cathy Wang,Closed,2025-03-25,2025-05-18,170294,0,Closed Lost
745,2504,274,Cathy Wang,Closed,2025-09-07,2025-10-21,59821,100,Closed Won
746,2507,,Brian Lin,Closed,2025-06-08,2025-12-02,1635023,0,Closed Lost
747,2508,,Brian Lin,Closed,2025-08-04,2025-10-02,433819,0,Closed Lost
748,2517,275,Emily Tsai,Closed,2025-09-03,2025-10-18,56517,100,Closed Won
749,2519,,Emily Tsai,Closed,2025-01-05,2025-04-02,442023,0,Closed Lost
750,2520,,Brian Lin,Closed,2024-03-20,2024-04-22,81808,0,Closed Lost
751,2521,,Cathy Wang,Closed,2024-08-04,2024-08-24,92287,0,Closed Lost
752,2522,,Emily Tsai,Closed,2025-03-11,2025-04-19,71197,0,Closed Lost
753,2523,,David Huang,Closed,2024-02-05,2024-03-07,55602,0,Closed Lost
754,2526,,Brian Lin,Closed,2024-01-13,2024-03-18,275104,0,Closed Lost
755,2535,276,David Huang,Closed,2025-04-16,2025-06-29,412263,100,Closed Won
756,2537,,Cathy Wang,Closed,2025-07-09,2025-08-09,43939,0,Closed Lost
757,2538,,Cathy Wang,Closed,2025-04-02,2025-05-15,105434,0,Closed Lost
758,2542,,David Huang,Closed,2025-12-06,2026-03-06,498389,0,Closed Lost
759,2548,,Cathy Wang,Closed,2025-09-22,2025-11-03,409889,0,Closed Lost
760,2553,,Emily Tsai,Closed,2024-10-08,2024-12-17,342370,0,Closed Lost
761,2555,,Brian Lin,Closed,2024-03-06,2024-06-04,432278,0,Closed Lost
762,2559,277,David Huang,Closed,2024-08-03,2024-10-05,162160,100,Closed Won
763,2561,,Brian Lin,Closed,2025-07-28,2025-08-16,54655,0,Closed Lost
764,2565,,David Huang,Closed,2025-07-23,2025-08-20,51120,0,Closed Lost
765,2566,,David Huang,Closed,2025-01-22,2025-02-18,107965,0,Closed Lost
766,2567,,Emily Tsai,Closed,2024-08-04,2024-09-05,108928,0,Closed Lost
767,2568,,David Huang,Closed,2025-02-14,2025-04-13,326185,0,Closed Lost
768,2569,,Cathy Wang,Closed,2025-09-05,2025-10-28,425831,0,Closed Lost
769,2571,278,Alex Chen,Closed,2025-05-21,2025-08-13,381890,100,Closed Won
770,2574,279,Brian Lin,Closed,2025-01-27,2025-06-22,1511561,100,Closed Won
771,2578,,Alex Chen,Closed,2025-01-14,2025-04-18,581707,0,Closed Lost
772,2585,,Emily Tsai,Closed,2024-01-08,2024-03-18,421080,0,Closed Lost
773,2587,,Alex Chen,Closed,2025-09-13,2025-11-10,450686,0,Closed Lost
774,2588,,Brian Lin,Closed,2025-05-07,2025-05-26,93627,0,Closed Lost
775,2590,280,Alex Chen,Closed,2025-03-14,2025-04-15,66613,100,Closed Won
776,2597,281,Alex Chen,Closed,2024-05-31,2024-06-23,45453,100,Closed Won
777,2601,,David Huang,Closed,2025-01-28,2025-03-07,53933,0,Closed Lost
778,2606,282,David Huang,Closed,2024-06-28,2024-08-07,92968,100,Closed Won
779,2607,283,Brian Lin,Closed,2024-12-16,2025-01-14,58139,100,Closed Won
780,2608,,Brian Lin,Closed,2025-09-15,2025-11-08,229038,0,Closed Lost
781,2612,,Emily Tsai,Closed,2024-02-27,2024-03-16,103988,0,Closed Lost
782,2616,284,Emily Tsai,Closed,2024-05-15,2024-06-09,69922,100,Closed Won
783,2618,,Alex Chen,Closed,2024-11-22,2024-12-10,46557,0,Closed Lost
784,2619,,Emily Tsai,Closed,2025-03-28,2025-05-08,91961,0,Closed Lost
785,2620,,Alex Chen,Closed,2025-09-04,2025-10-16,50703,0,Closed Lost
786,2624,,Cathy Wang,Closed,2024-12-02,2025-01-08,85311,0,Closed Lost
787,2626,285,Emily Tsai,Closed,2025-10-02,2025-11-14,31948,100,Closed Won
788,2630,,Cathy Wang,Closed,2024-11-23,2024-12-20,118541,0,Closed Lost
789,2636,286,David Huang,Closed,2025-04-05,2025-05-11,68361,100,Closed Won
790,2646,287,Alex Chen,Closed,2024-04-13,2024-05-14,80675,100,Closed Won
791,2649,288,David Huang,Closed,2024-06-03,2024-07-09,35527,100,Closed Won
792,2656,,Brian Lin,Closed,2024-05-23,2024-06-28,51739,0,Closed Lost
793,2660,289,Cathy Wang,Closed,2024-03-18,2024-04-20,136545,100,Closed Won
794,2661,,David Huang,Closed,2025-06-09,2025-08-08,484342,0,Closed Lost
795,2662,,Brian Lin,Closed,2025-09-16,2025-11-19,295941,0,Closed Lost
796,2663,,Alex Chen,Closed,2024-10-10,2024-11-02,46514,0,Closed Lost
797,2664,,Cathy Wang,Closed,2024-03-15,2024-03-30,80445,0,Closed Lost
798,2665,,Alex Chen,Closed,2024-01-22,2024-03-06,114765,0,Closed Lost
799,2672,290,Alex Chen,Closed,2024-07-25,2024-10-31,1070717,100,Closed Won
800,2673,,Alex Chen,Closed,2024-08-10,2024-08-29,96532,0,Closed Lost
801,2675,,Alex Chen,Closed,2025-01-24,2025-02-20,67385,0,Closed Lost
802,2680,,Emily Tsai,Closed,2025-05-04,2025-10-02,1293910,0,Closed Lost
803,2688,291,David Huang,Closed,2025-01-15,2025-02-27,52672,100,Closed Won
804,2691,,David Huang,Closed,2025-05-24,2025-06-24,267104,0,Closed Lost
805,2696,,Alex Chen,Closed,2025-03-05,2025-06-26,1600857,0,Closed Lost
806,2697,,Brian Lin,Closed,2025-03-01,2025-03-22,94086,0,Closed Lost
807,2702,,David Huang,Closed,2024-10-16,2024-11-06,40560,0,Closed Lost
808,2704,292,Cathy Wang,Closed,2025-11-15,2025-12-21,196985,100,Closed Won
809,2706,293,Brian Lin,Closed,2025-01-29,2025-05-18,1960600,100,Closed Won
810,2709,,Emily Tsai,Closed,2025-10-05,2025-11-13,77814,0,Closed Lost
811,2710,,Alex Chen,Closed,2025-04-09,2025-04-23,118388,0,Closed Lost
812,2711,,Emily Tsai,Closed,2025-11-02,2025-12-12,117835,0,Closed Lost
813,2720,,David Huang,Closed,2025-07-30,2025-08-19,59445,0,Closed Lost
814,2723,,Brian Lin,Closed,2024-06-04,2024-06-28,51900,0,Closed Lost
815,2725,,Alex Chen,Closed,2025-05-02,2025-07-26,140198,0,Closed Lost
816,2726,294,Brian Lin,Closed,2024-01-01,2024-03-14,134457,100,Closed Won
817,2727,,Cathy Wang,Closed,2024-08-01,2024-10-24,130965,0,Closed Lost
818,2733,,Brian Lin,Closed,2024-01-12,2024-01-27,104824,0,Closed Lost
819,2734,295,Emily Tsai,Closed,2025-10-05,2025-12-12,420743,100,Closed Won
820,2739,,Alex Chen,Closed,2024-09-04,2024-09-30,68621,0,Closed Lost
821,2743,296,Emily Tsai,Closed,2025-05-12,2025-06-12,81973,100,Closed Won
822,2744,,Cathy Wang,Closed,2025-11-12,2025-12-05,64087,0,Closed Lost
823,2760,,Cathy Wang,Closed,2025-01-26,2025-02-09,91396,0,Closed Lost
824,2761,297,Cathy Wang,Closed,2025-03-24,2025-09-18,935437,100,Closed Won
825,2762,,Cathy Wang,Closed,2024-01-17,2024-02-07,117900,0,Closed Lost
826,2763,,Alex Chen,Closed,2025-07-27,2025-09-19,345047,0,Closed Lost
827,2771,298,Brian Lin,Closed,2024-09-06,2024-10-15,54356,100,Closed Won
828,2772,,Emily Tsai,Closed,2025-02-28,2025-03-29,106506,0,Closed Lost
829,2773,299,Emily Tsai,Closed,2025-06-15,2025-08-07,125185,100,Closed Won
830,2777,300,Brian Lin,Closed,2025-07-05,2025-11-03,1306510,100,Closed Won
831,2781,301,Emily Tsai,Closed,2025-05-24,2025-08-09,714643,100,Closed Won
832,2783,,David Huang,Closed,2025-05-03,2025-05-17,102904,0,Closed Lost
833,2786,302,Cathy Wang,Closed,2025-02-09,2025-03-25,118953,100,Closed Won
834,2787,,Emily Tsai,Closed,2024-12-04,2025-04-27,658743,0,Closed Lost
835,2796,,Alex Chen,Closed,2024-09-15,2024-10-13,98703,0,Closed Lost
836,2797,,Emily Tsai,Closed,2024-08-20,2024-10-27,129715,0,Closed Lost
837,2802,,David Huang,Closed,2025-10-13,2025-11-01,81728,0,Closed Lost
838,2808,,Alex Chen,Closed,2025-09-19,2026-03-05,891378,0,Closed Lost
839,2809,303,Brian Lin,Closed,2025-04-03,2025-06-10,247441,100,Closed Won
840,2814,,Cathy Wang,Closed,2025-07-13,2025-07-29,41473,0,Closed Lost
841,2815,304,Brian Lin,Closed,2024-07-21,2024-08-07,75849,100,Closed Won
842,2822,,David Huang,Closed,2025-12-01,2025-12-22,40250,0,Closed Lost
843,2823,,David Huang,Closed,2025-06-04,2025-07-13,76016,0,Closed Lost
844,2824,305,Alex Chen,Closed,2024-04-11,2024-10-06,889408,100,Closed Won
845,2827,,Cathy Wang,Closed,2024-10-24,2024-12-03,387715,0,Closed Lost
846,2828,,Emily Tsai,Closed,2024-06-30,2024-07-15,62555,0,Closed Lost
847,2831,306,Emily Tsai,Closed,2024-07-28,2024-09-15,185462,100,Closed Won
848,2832,,Brian Lin,Closed,2025-02-23,2025-04-16,424602,0,Closed Lost
849,2834,307,Brian Lin,Closed,2024-09-16,2024-10-26,215057,100,Closed Won
850,2835,308,Cathy Wang,Closed,2025-12-13,2026-02-25,262264,100,Closed Won
851,2842,,Alex Chen,Closed,2024-04-24,2024-05-09,82424,0,Closed Lost
852,2849,,Brian Lin,Closed,2025-10-04,2025-12-27,301193,0,Closed Lost
853,2854,309,Emily Tsai,Closed,2024-02-09,2024-04-23,187087,100,Closed Won
854,2855,,Cathy Wang,Closed,2025-01-25,2025-03-27,321826,0,Closed Lost
855,2856,,Emily Tsai,Closed,2024-08-17,2024-11-07,403316,0,Closed Lost
856,2862,310,Cathy Wang,Closed,2024-09-20,2024-11-01,414027,100,Closed Won
857,2865,311,Brian Lin,Closed,2025-03-07,2025-05-20,428281,100,Closed Won
858,2868,,David Huang,Closed,2025-08-05,2025-09-15,158990,0,Closed Lost
859,2869,312,Alex Chen,Closed,2025-04-19,2025-05-13,66613,100,Closed Won
860,2874,313,Brian Lin,Closed,2025-08-04,2026-01-10,1221567,100,Closed Won
861,2880,,Emily Tsai,Closed,2024-07-26,2024-08-12,99097,0,Closed Lost
862,2881,,David Huang,Closed,2025-01-06,2025-03-03,179698,0,Closed Lost
863,2883,,Alex Chen,Closed,2025-07-29,2025-08-12,98980,0,Closed Lost
864,2889,314,Emily Tsai,Closed,2025-03-27,2025-04-22,74582,100,Closed Won
865,2890,,Brian Lin,Closed,2025-05-18,2025-06-20,87978,0,Closed Lost
866,2895,,Cathy Wang,Closed,2024-06-22,2024-07-22,50313,0,Closed Lost
867,2900,,David Huang,Closed,2025-08-10,2025-09-22,37756,0,Closed Lost
868,2901,,Emily Tsai,Closed,2025-01-24,2025-03-18,418168,0,Closed Lost
869,2908,,David Huang,Closed,2024-03-18,2024-04-28,285638,0,Closed Lost
870,2913,,Emily Tsai,Closed,2024-08-03,2024-08-28,92846,0,Closed Lost
871,2916,315,Cathy Wang,Closed,2025-03-29,2025-04-22,108820,100,Closed Won
872,2917,,Emily Tsai,Closed,2024-09-26,2024-12-10,345686,0,Closed Lost
873,2919,,Alex Chen,Closed,2024-08-21,2024-10-24,157726,0,Closed Lost
874,2925,,Brian Lin,Closed,2024-01-13,2024-02-24,48795,0,Closed Lost
875,2929,316,David Huang,Closed,2024-08-21,2024-10-20,146840,100,Closed Won
876,2931,,David Huang,Closed,2025-04-19,2025-05-07,80189,0,Closed Lost
877,2933,,Alex Chen,Closed,2025-01-25,2025-03-10,53709,0,Closed Lost
878,2938,,Alex Chen,Closed,2025-05-13,2025-06-05,48998,0,Closed Lost
879,2951,317,Alex Chen,Closed,2025-05-15,2025-05-31,51709,100,Closed Won
880,2952,318,Emily Tsai,Closed,2025-01-28,2025-02-12,100058,100,Closed Won
881,2953,319,Emily Tsai,Closed,2025-04-18,2025-05-15,54463,100,Closed Won
882,2956,,Alex Chen,Closed,2024-12-30,2025-02-03,279298,0,Closed Lost
883,2958,320,Cathy Wang,Closed,2025-10-23,2026-01-14,422604,100,Closed Won
884,2959,,Brian Lin,Closed,2024-03-03,2024-03-21,73191,0,Closed Lost
885,2963,321,Emily Tsai,Closed,2024-05-31,2024-07-05,475110,100,Closed Won
886,2965,322,Brian Lin,Closed,2025-12-24,2026-01-17,60117,100,Closed Won
887,2968,,Brian Lin,Closed,2025-07-17,2025-08-21,240775,0,Closed Lost
888,2972,,David Huang,Closed,2025-06-19,2025-08-02,53538,0,Closed Lost
889,2975,,Alex Chen,Closed,2025-12-12,2026-01-15,230299,0,Closed Lost
890,2976,,Emily Tsai,Closed,2024-06-11,2024-07-14,48442,0,Closed Lost
891,2982,323,Alex Chen,Closed,2024-08-23,2024-10-06,117894,100,Closed Won
892,2985,,David Huang,Closed,2024-09-29,2024-10-13,31841,0,Closed Lost
893,2995,,Emily Tsai,Closed,2025-04-13,2025-07-04,473398,0,Closed Lost
894,2996,324,David Huang,Closed,2025-05-06,2025-07-02,267702,100,Closed Won
895,2999,,David Huang,Closed,2025-08-04,2025-09-16,34514,0,Closed Lost
896,3001,,Emily Tsai,Closed,2024-03-18,2024-04-24,49553,0,Closed Lost
897,3005,325,Emily Tsai,Closed,2025-04-11,2025-06-19,154413,100,Closed Won
898,3009,,Brian Lin,Closed,2025-08-13,2025-09-16,70416,0,Closed Lost
899,3013,,Cathy Wang,Closed,2025-07-26,2025-09-01,494887,0,Closed Lost
900,3020,,Cathy Wang,Closed,2024-12-06,2025-01-05,100407,0,Closed Lost
901,3025,326,Emily Tsai,Closed,2025-08-12,2025-11-01,486282,100,Closed Won
902,3028,327,Brian Lin,Closed,2024-08-12,2024-09-17,63128,100,Closed Won
903,3030,328,Cathy Wang,Closed,2024-01-01,2024-03-13,236872,100,Closed Won
904,3037,,Emily Tsai,Closed,2024-08-01,2024-09-02,211858,0,Closed Lost
905,3041,,Alex Chen,Closed,2025-12-02,2026-01-08,73424,0,Closed Lost
906,3043,,David Huang,Closed,2025-10-08,2025-10-31,113021,0,Closed Lost
907,3048,,David Huang,Closed,2025-12-14,2026-01-19,120731,0,Closed Lost
908,3049,329,Alex Chen,Closed,2024-09-16,2024-10-17,100179,100,Closed Won
909,3050,,Emily Tsai,Closed,2025-04-07,2025-05-12,108881,0,Closed Lost
910,3057,,David Huang,Closed,2025-10-12,2025-11-22,67672,0,Closed Lost
911,3061,,Brian Lin,Closed,2024-03-29,2024-04-12,103284,0,Closed Lost
912,3062,330,David Huang,Closed,2025-07-24,2026-01-05,1210324,100,Closed Won
913,3063,331,Emily Tsai,Closed,2025-08-19,2025-10-03,73331,100,Closed Won
914,3066,332,David Huang,Closed,2025-08-22,2026-01-26,1647149,100,Closed Won
915,3070,333,Brian Lin,Closed,2024-05-29,2024-07-09,100373,100,Closed Won
916,3073,,Alex Chen,Closed,2024-09-25,2024-10-17,66093,0,Closed Lost
917,3082,334,Alex Chen,Closed,2025-04-26,2025-07-16,495617,100,Closed Won
918,3091,335,Emily Tsai,Closed,2024-10-25,2025-01-13,343934,100,Closed Won
919,3096,,David Huang,Closed,2025-05-21,2025-07-23,418397,0,Closed Lost
920,3100,,Brian Lin,Closed,2024-02-25,2024-03-26,67350,0,Closed Lost
921,3103,,Alex Chen,Closed,2024-12-11,2024-12-30,84922,0,Closed Lost
922,3107,,Alex Chen,Closed,2024-06-13,2024-09-02,484820,0,Closed Lost
923,3116,,Emily Tsai,Closed,2025-05-26,2025-07-19,270719,0,Closed Lost
924,3118,336,Cathy Wang,Closed,2024-06-21,2024-07-06,94683,100,Closed Won
925,3122,337,David Huang,Closed,2025-02-02,2025-03-05,74720,100,Closed Won
926,3127,,Brian Lin,Closed,2024-04-02,2024-05-04,105487,0,Closed Lost
927,3132,338,David Huang,Closed,2024-10-22,2025-03-26,552380,100,Closed Won
928,3138,339,David Huang,Closed,2025-05-27,2025-06-14,110842,100,Closed Won
929,3142,,Cathy Wang,Closed,2024-03-09,2024-04-09,97842,0,Closed Lost
930,3143,340,David Huang,Closed,2025-06-25,2025-08-04,287823,100,Closed Won
931,3144,341,Brian Lin,Closed,2025-06-21,2025-12-05,1473160,100,Closed Won
932,3155,,Cathy Wang,Closed,2024-05-29,2024-06-15,80164,0,Closed Lost
933,3157,,Emily Tsai,Closed,2024-03-20,2024-06-10,375647,0,Closed Lost
934,3162,,Brian Lin,Closed,2025-02-17,2025-03-04,99343,0,Closed Lost
935,3166,,Emily Tsai,Closed,2025-10-12,2025-12-02,399692,0,Closed Lost
936,3168,,Brian Lin,Closed,2024-02-15,2024-03-13,51218,0,Closed Lost
937,3176,,Cathy Wang,Closed,2025-08-31,2025-10-05,117408,0,Closed Lost
938,3179,342,Brian Lin,Closed,2024-09-20,2024-12-17,179480,100,Closed Won
939,3184,,Cathy Wang,Closed,2024-06-06,2024-06-24,83539,0,Closed Lost
940,3193,343,Brian Lin,Closed,2024-12-04,2025-01-04,55739,100,Closed Won
941,3194,,Cathy Wang,Closed,2025-09-21,2025-11-07,337734,0,Closed Lost
942,3202,,David Huang,Closed,2025-11-13,2025-12-19,46161,0,Closed Lost
943,3205,,David Huang,Closed,2024-10-16,2024-11-11,116106,0,Closed Lost
944,3207,,Cathy Wang,Closed,2025-12-27,2026-02-25,202771,0,Closed Lost
945,3210,,Alex Chen,Closed,2025-12-27,2026-01-24,103747,0,Closed Lost
946,3211,,Cathy Wang,Closed,2025-12-25,2026-04-28,1575445,0,Closed Lost
947,3212,,David Huang,Closed,2024-01-08,2024-03-26,1475966,0,Closed Lost
948,3217,,David Huang,Closed,2024-08-04,2024-10-19,447446,0,Closed Lost
949,3219,,Brian Lin,Closed,2025-03-21,2025-05-08,306248,0,Closed Lost
950,3221,344,Brian Lin,Closed,2024-02-15,2024-03-10,98282,100,Closed Won
951,3224,,Emily Tsai,Closed,2025-10-29,2026-01-27,259639,0,Closed Lost
952,3226,,Cathy Wang,Closed,2025-04-05,2025-05-14,69293,0,Closed Lost
953,3227,345,David Huang,Closed,2024-10-07,2025-04-04,1142188,100,Closed Won
954,3228,,Cathy Wang,Closed,2025-05-28,2025-07-30,431447,0,Closed Lost
955,3231,346,Emily Tsai,Closed,2025-02-02,2025-02-25,74573,100,Closed Won
956,3233,,Alex Chen,Closed,2025-05-06,2025-07-29,1332331,0,Closed Lost
957,3234,347,Emily Tsai,Closed,2024-06-22,2024-07-07,39626,100,Closed Won
958,3235,348,Brian Lin,Closed,2025-03-12,2025-04-26,52918,100,Closed Won
959,3236,,Alex Chen,Closed,2024-11-12,2024-12-08,32239,0,Closed Lost
960,3237,,David Huang,Closed,2024-03-19,2024-08-14,561184,0,Closed Lost
961,3238,,Brian Lin,Closed,2024-09-02,2025-01-20,1856349,0,Closed Lost
962,3240,,Alex Chen,Closed,2025-06-07,2025-08-18,226401,0,Closed Lost
963,3245,349,David Huang,Closed,2025-02-02,2025-03-14,36248,100,Closed Won
964,3246,350,Brian Lin,Closed,2024-08-05,2024-09-08,424912,100,Closed Won
965,3248,,Alex Chen,Closed,2025-01-31,2025-03-13,118763,0,Closed Lost
966,3250,351,Emily Tsai,Closed,2025-11-11,2025-12-21,107677,100,Closed Won
967,3253,,Alex Chen,Closed,2025-05-21,2025-06-22,309400,0,Closed Lost
968,3254,352,David Huang,Closed,2024-05-02,2024-07-03,282748,100,Closed Won
969,3255,,Brian Lin,Closed,2024-09-08,2024-10-23,61629,0,Closed Lost
970,3256,,Emily Tsai,Closed,2024-02-26,2024-08-07,753638,0,Closed Lost
971,3258,,Cathy Wang,Closed,2024-12-14,2025-03-22,1731425,0,Closed Lost
972,3264,353,Brian Lin,Closed,2024-08-25,2024-09-28,323328,100,Closed Won
973,3267,354,Brian Lin,Closed,2024-11-15,2024-12-19,76481,100,Closed Won
974,3268,,Alex Chen,Closed,2024-10-02,2024-10-30,85362,0,Closed Lost
975,3275,355,Alex Chen,Closed,2025-05-19,2025-06-13,59237,100,Closed Won
976,3278,,Brian Lin,Closed,2025-09-23,2025-11-23,450636,0,Closed Lost
977,3281,,Brian Lin,Closed,2025-10-18,2025-11-07,45439,0,Closed Lost
978,3283,356,Cathy Wang,Closed,2025-12-01,2025-12-19,62489,100,Closed Won
979,3285,357,Alex Chen,Closed,2025-02-27,2025-03-17,32657,100,Closed Won
980,3289,,Emily Tsai,Closed,2025-05-16,2025-05-31,76088,0,Closed Lost
981,3295,,Emily Tsai,Closed,2025-05-03,2025-05-22,64766,0,Closed Lost
982,3296,358,Cathy Wang,Closed,2025-03-24,2025-05-19,470087,100,Closed Won
983,3297,359,Brian Lin,Closed,2025-01-28,2025-03-07,48427,100,Closed Won
984,3300,360,Emily Tsai,Closed,2024-01-21,2024-02-06,107430,100,Closed Won
985,3303,,Emily Tsai,Closed,2024-12-01,2025-01-12,82949,0,Closed Lost
986,3307,361,David Huang,Closed,2024-04-08,2024-05-13,64854,100,Closed Won
987,3312,,Emily Tsai,Closed,2024-04-15,2024-05-16,72579,0,Closed Lost
988,3314,,Brian Lin,Closed,2024-09-19,2024-10-23,63907,0,Closed Lost
989,3317,362,Brian Lin,Closed,2025-09-04,2026-02-21,1500025,100,Closed Won
990,3318,363,Alex Chen,Closed,2024-02-15,2024-02-29,35483,100,Closed Won
991,3320,364,David Huang,Closed,2024-04-12,2024-05-13,89809,100,Closed Won
992,3321,365,Brian Lin,Closed,2024-01-01,2024-06-12,817880,100,Closed Won
993,3326,,Alex Chen,Closed,2025-09-25,2025-11-17,249735,0,Closed Lost
994,3328,,Alex Chen,Closed,2024-06-06,2024-06-27,46481,0,Closed Lost
995,3329,,Alex Chen,Closed,2024-06-24,2024-07-26,31565,0,Closed Lost
996,3330,,Brian Lin,Closed,2024-04-21,2024-05-10,47833,0,Closed Lost
997,3331,,Emily Tsai,Closed,2025-03-01,2025-04-03,375906,0,Closed Lost
998,3334,,Cathy Wang,Closed,2025-04-04,2025-05-10,400694,0,Closed Lost
999,3341,366,David Huang,Closed,2024-09-03,2024-11-14,1136181,100,Closed Won
1000,3343,367,Alex Chen,Closed,2024-09-22,2024-11-01,115371,100,Closed Won
1001,3346,,Brian Lin,Closed,2024-03-14,2024-04-28,34878,0,Closed Lost
1002,3349,,David Huang,Closed,2024-02-01,2024-04-11,465827,0,Closed Lost
1003,3353,,Cathy Wang,Closed,2024-12-27,2025-02-02,40626,0,Closed Lost
1004,3356,368,Cathy Wang,Closed,2025-06-18,2025-07-17,72096,100,Closed Won
1005,3357,369,Emily Tsai,Closed,2025-05-28,2025-07-08,51673,100,Closed Won
1006,3359,,David Huang,Closed,2024-01-03,2024-02-05,90056,0,Closed Lost
1007,3368,370,David Huang,Closed,2025-02-05,2025-03-15,34663,100,Closed Won
1008,3370,371,Alex Chen,Closed,2025-07-14,2025-10-21,1710394,100,Closed Won
1009,3374,372,Emily Tsai,Closed,2025-06-18,2025-08-28,200810,100,Closed Won
1010,3377,,Cathy Wang,Closed,2024-08-07,2024-09-04,78958,0,Closed Lost
1011,3381,373,Cathy Wang,Closed,2024-07-15,2024-08-04,68998,100,Closed Won
1012,3383,374,Emily Tsai,Closed,2025-06-09,2025-07-12,37434,100,Closed Won
1013,3386,,Emily Tsai,Closed,2025-11-20,2025-12-29,73929,0,Closed Lost
1014,3391,,Cathy Wang,Closed,2025-07-11,2025-08-10,80676,0,Closed Lost
1015,3399,,David Huang,Closed,2025-09-03,2025-10-04,108319,0,Closed Lost
1016,3401,,David Huang,Closed,2025-09-02,2026-02-04,1970208,0,Closed Lost
1017,3403,375,Alex Chen,Closed,2024-05-17,2024-06-29,77258,100,Closed Won
1018,3405,376,Alex Chen,Closed,2024-04-21,2024-05-15,62232,100,Closed Won
